content,score
"APLIKASI LEMOT, KEBANGETAN LEMOT, SUSAH PESEN, DELAY BANGET, DI KLIK PESAN AJA GA BISA ASTAGA, DI HOME AJA KEBANGETAN LEMOTNYA... BENERIN KEK ANJINGGG.. UDAH 4 HARI GINI TERUS",5
membantu,5
"Aplikasi yg bagus, ada masalah ditangani dgn baik.. pengemudi menambahkan biaya tambahan tanpa persetujuan dri saya diatasi dgn baik dana kembali ☺️",5
"Waktu mau pesan food tertara esti masi 40 menit nyampe eh pas di pesen jadi 50-60 menit, pas ditunggu rupanya berubah lagi sampe 2 jam baru datang tu makanan. Mood makan uda hilang mana makanan dateng dingin, tolonglah di perbaiki pas saya lihat banyak kali yg komplen kayak gini masi aja gak di perbaiki",1
"terbaik pokonya makasih banyak sudah mengantar istri sya yg habis oprasi sc dengan penuh hati"" hingga slamat sampai tujuan ,",5
Aplikasi'a error trs,2
Tolong dong berhentiin kirimin iklan! Ngeganggu banget! Lama2 gw uninstal apk nya!,1
Terlalu banyak iklan di yt,4
"haiiii grab surabayaaaa ayo dong di perbaiki lagiii, beberapa kali driver ambil saldo ovo tanpa konfirmasi yang ditambahkan di pembayaran lain lainnn, mohon ditegur dan di beri peringatan keras kepada driver seperti itu agar grab bisa lebih berkembang 🙏",1
KELUAR MULU KALO MAU MESEN GRABFOODDDDDD,1
mantap,5
menyenangkan,5
sangat membantu,5
Pemakaian aman...puas dan jos pelayanannya,5
Aplikasinya jelek banget sering banget erornya gak bisa di buka.. Tolong di perbaikin lagi dong sistem nya kaya ijo sebelah selalu update,1
GRAB MEMANG TERBAIIIK,5
sanggat baik dan sopan,5
"Aplikasi Grab versi ini buruk banget, buat handphone saya Crash, Freeze dan force close. Mengecewakan banget ini kualitas aplikasi nya.",1
Ok,5
mantap.. membantu banget,5
memuaskan,5
Good,5
good,5
driver car nya galak2 euyy,3
is the best pokoke,5
mantap,5
Alhamdulillah suka adanya grab bisa membantu perjalanan saya,5
"sangat membantu buat macam""keperluan bersifat online 👍",5
Aplikasi nya berat banget buat hp ram 4gb,1
ok,5
"Tolong dong, ini aplikasi grab kenapa jadi lemot bgt sih, hape saya selalu nge hang dan ke restart terus kalo buka grab, tolong diperbaiki. Dan video otomatis yg terputar sepertinya itu yg bikin app lemot dan crash",2
"gila grab ini lama lama mesen grabcar lama banget dapetnya sekalinya dapet di cancel , bener bener kl org yg lagi buru buru gimana nasib nya tolong di perbaiki nih",1
Lama bgt gara2 pemesanan hemat sampai 1 jam lebih,3
mantap,5
Sudah bayar yang express tetap telat dan driver nya agak lama,2
keluar masuk terus setiap mau pesan grab food,1
okok,5
STREAM STREAM HUT INDOSIAR BIKIN BUKA GRAB JADI LEMOT HP SAYA. DAN SERING CRASH KARNA LEMOT BGT HERAN. BUKA APK LAIN AMAN PDHL...,1
"Hamdan Syafiq ,sehat sehat ya pa",5
pelayanan cepat,5
👍,5
jossssssssssss gandossssss,5
"kasih saya promo, belum pernah Dapat.",5
baik,5
"Dengan adanya Aplikasi ini, sangat membantu keseharian saya dalam melakukan transportasi, pembelian, maupun pengiriman. Tetapi ada satu kelemahan yang mungkin akan cukup menggangu, yaitu : Lokasi dari Driver Grab tersebut yang terkadang tidak sesuai dengan tempat dimana Driver Grab tersebut berada, terlihat dekat tetapi tiba-tiba menjadi jauh. Jika saya ingin batalkan (karena lokasi Driver yang jauh), Driver Grab tersebut tiba-tiba berada tepat di lokasi penjemputan.",4
Di kota Duri Pelayanan driver car nya buruk sekali,1
"respon cepat,",5
sangat membantu,5
Gama ok,5
Maps nya ngaco nih grab,3
Good Serviced,5
bye grab . aplikasi paling berat di gunain buat pengguna hp 4gb ram. pake sgala video iklan lah sgala macem lah di masukin. bukan nya makin ringan malah makin berat aja tu aplikasi. gimana ga pada kabur ke gojek / shoppe. bye bye,1
Sistem sekarang ribet,1
abang grebnya baik ramah dan sopan sekali pelayanannya sangat baik terimakasih sudh mengantarkan saya sampai tujuan,5
Lemot,1
Aplikasi ini sangat bermanfaat buat orang yg gk bisa makai sepeda montor atau buat orang yg malas buat keluar cari makanan,5
"Menjelang tahun baru, aplikasinya sangat lemot",5
"Mohon maaf minta bantu tolong perbaiki fitur pembatalan, sudah 2 kali kejadiannya, saya mau batalkan pesanan grab food, karena salah alamat yang dituju. Padahal saya baru pesan dan langsung mau batalkan tapi nggak bisa. Satu lagi untuk fitur pembatalan nya pakai bot aja ya, nggak ada orang apa. Saya mau chat aja nggak bisa di tampilannya",3
bagus,5
ok,5
"akun saya tangguhkan , padahal saya cuma mau ganti alamat email sama nomer telpon trus metode pembayaran lewat tunai sama opo tapi kenapa berkali-kali akun ditangguhkan ngga ngerti, tolong bantuannya",4
"Knpa sekarang jadi gak bisa pembayaran tunai sih.... tolong d perbaiki lagi supaya memudahkan pelanggan , karna g semua org punya kartu kredit atau yg lainnya.",2
Bagus aja deh,4
sopan,5
nyaman ..pengemudi ramah,5
Ko ngebug trs ya,4
membantu,5
Order makanan sejam lebih. Sistem bobrok orng bayar pelayanannya kureng,1
mantap,5
"sangat membantu,,",5
sangat puas hati,5
tolong kepada aplikasi grab hp ku ketinggalan di mobil satu jam kemudian tidak bisa dihubungi BK 1638 akun saya atas nama surya,2
mantap,5
"Bug di apknya minta ampun, tiap msk apk slalu lodingnya lama, ngeleg parah sampe buat hp saya kayak error, mau jawab pesan dari driver aja bikin susah, ini engga ad mau perbaikin ap!!!",1
driver ramah dah baik.,5
terbaik,5
biasa saja,4
"Tolong pihak penyedia layanan, setiap transaksi akun saya selalu dibekukan, bahkan ketika sedang menunggu suatu barang untuk dibeli",1
tingkatkan pelayanan lebih baik lagi,4
tepat waktu,5
bagus,5
Sangat bagus mudah di gunakan,5
membantu,5
Apk gak jelas lokasi terkini tapi malah gak sesui taii,1
oke,5
bbaaail,5
sukses buat grab,5
"penjemputan sesuai alamat ,",5
Sippppp,5
cepat dan aman,5
tingkatkan pelayanan & keselamatan,5
pengemudinya ramah baik juga,5
mantao,5
grab skrg lemot lelet ga cpt respon kaya dulu. mau cancel krn salah tujuan jg loading lama banget keburu drivernya datang,2
cukup baik,5
"Aplikasi nya jangan hanya mau keuntungan aja, masak kami ga bisa batalkan pesanan yg udah lama ga dikirim"". Adminnya ga bakal bisa juga dihubungi, tolonglah pengertian nya.",1
Grab mohon jadi masukan. Semenjak ada steeaming itu ya. Asli aplikasi jadi lemot banget. Selama ini udah enak pakai grab pesen makan. Klo bisa ilangin aja dari aplikasi bikin lama. Tolong ditanggapi sebelum saya pindah aplikasi gk pakai grab lagi.,4
grab good,5
praktis. semoga di kasih diskon promo banyak banyak ya,5
"tolong dong titik alamat penjemputan bisa dirumah semau kita, ini kenapa dari dulu gak bisa dirubah ya",2
"Kurang memperhatikan user, berapa kali saya order ter-cancel sendiri",1
"Aplikasi sombong,tidak berguna,stiap dipesan nda mau diambil sama sopir2,",1
"Bagus , mudah & efisien",5
Ok,5
makasih om.,5
"Tiap dibuka aplikasi nya loading nya lama terus ngelag ngelag,,, posisi driver sering ga bergerak padahal sudah sampai titik",2
good,5
"Kenapa akhir""ini grab jadi mahal banget,saya pesan grab food dapat 5 diskon tapi cuma kepotong 1000 rupiah saja.Belum lagi kalau pakai grab motor bayarnya suka double ga sesuai dengan aplikasi,(tolong dong saya jadi ga nyaman klo bayar nya ga sesuai gini)",3
ya bgs aj,5
sangat membantu,5
sangat membantu,5
Baru nyoba,5
mantap,5
Persiapan siar mokomur dindar dindar,4
ok siip Terimakasih,5
kok gak bs d bk,4
mantap,5
Babi,1
mantap,5
BPK nya baik sekaliii,5
selalu memberi yang terbaik😁,5
mantap,5
"sinyal mantan,,, cepat mendapatkan driver",5
okee,5
cepat lgsg dpt,5
"Overall Aplikasinya bagus, tapi harga grab foodnya wow sekali, banyak diskon pun tetap percuma.",2
saya harap ibu dan bapak saya tadi merasa puas ya....krna beliau yg menumpang mau ke tempat cucunya....tapi pasti mereka senang dan puas,5
Aplikasi sangat membantu dan pelayanan bagus,5
"Berat banget ini app, ga tau HP gua ga tau kenapa",1
baik,5
nyaman banget dan bersih,5
aplikasi diperbaharui mengapa malah gembel sering bikin ngelag hp sudah restart hp tetep aje crack padahal aplikasi lain lancar,1
Entah Kenapa Mau lihat Psan nan Gbar Makna Kok GK bisa,4
bagus,5
"Makin lama makin gajelas, resto tutup malah customer ga bsa cancel orderan, trus dialihkan ke driver2 lain, prasaan dulu bisa cancel orderan, kok makin lama makin jelek sistemnya.",1
Baru kali ini naik Grab di sharelocknya benar ko jadi pindah alamat aplikasi bangke gua hapus gua jadi bayar doble ini gua bintang satu kebagusan kalo ada seperempat juga bagus,1
Apk apaan mencet ap kepencet ap login GK bisa login eror Mulu mencet alamat mana yang muncul alamat mana apk gjls,1
okey banget sangat membantu dan mempermudah perjalanan ku.,5
sangat nyaman,5
sangat membantu,5
ok,5
menikmati makanan,5
Sangat baik,1
𝑏𝑎𝑖𝑘 𝑑𝑎𝑛 𝑟𝑎𝑚𝑎ℎ,5
"mobilnya enak, drivernya ramah. terimakasih Greb",5
nice,5
Berguna kalo lagi laperr,5
ok,5
ok,5
Grab pelayanannya cukup baik,5
baik nyaman,5
Knp skrg lemot banget tiap buka apk apalgi klo pas mau pesan ojek nya,1
"Aplikasi Tolol, masa ga bs cancel orderan ???👎👎👎👎 Saya sampe disumpahin sama drivernya, gara2 driver minta cancel karna jarak kejauhan & diaplikasi ga bisa cancel.. dikira driver saya yg gak mau cancel.. Saya kasih minus utk aplikasi aneh ini",1
"Kenapa mau pesen grab ride nge lag terus, kembali ke awal terus gimana sih",1
ok,5
nyaman,5
puas banget dengan Grab,5
sangat membantu tranformasi publik,5
Ok,5
memudahkan prjalanan anda,5
"aplikasi sangat membantu dan sangat bagus, pokoknya the best",5
Trus penangguhan akun trus pdahl aku sering pakai,1
oke mantap,5
baik,5
"8 Sampek jam 9 belum dapat driver, tapi di cancel gak bisa! Emang mau di suruh Sampek berapa jam 🥲",1
ok,5
"ko kembali trs koleksi internet oke, buka apk lain gprnh kmbli trs knp si HP memo ny ok",2
Capek kali minta update mulu,1
"dikasih b5 ya karena membantu selain itu juga tepat dan cepat terima kasih kepada grab""yg ada disini,sing penting pesanan saya sampe😁",5
memuaskan,5
Sangat membantu,5
Good,5
oke,5
Sangat buruk aku pesan sampai 5 kali tulisan nya sedang sibuk semua.,1
Amanah,5
"Saya driver dan pengguna, dan saya mengedukasi orang sekitar sy untuk mengunakan aplikasi grab,, tp akhir akhir ini mereka pada beralih ke aplikasi lain, stelah sy telusuri ternyata penyebab nya aplikasi penumpang sekarang terlalu berat, hingga membuat proses pemesanan loading lama mungkin ini dipengaruhi oleh semakin banyaknya iklan yg menempel ,, mohon kiranya agar aplikator bisa memahami bahwa tidk semua orang punya hp canggih.. Silahkan memilih mau iklan yg banyak atau customer berpindah.",1
"Tolong developer, aplikasinya sering forceclose sendiri padahal mau pesen makan tapi aplikasinya malah keluar/kembali ke tampilan awal. Tolong di perbaiki",1
"Aplikasi grab kenapa suka tiba-tiba keluar sendiri, lalu lemot buka aplikasi nya??? Banyak bug nya, tolong diperbaiki. Saya sudah lama pakai aplikasi grab sejak 2018",2
tepat waktu,5
membantu sekali,5
good,3
baik,5
sangat membantu,5
rider satset.. makasih grab🙏,5
membantu sekali,5
puas banget driver ssbar dan ramah,5
"Kenapa aplikasi grab ga bisa buka buat pesan driver saya mau pesan driver lama banget, tolong di perbaiki sistem operasi nya,mksh ya....",1
best forever,5
Bagus,5
mantab,5
mantap,4
sangat membantu,5
aman,5
"Kenapa selalu nyasarin pengendara sih?, gk jelas arahnya, depan jalan buntu tetep suruh maju!!...",1
sangat puas,5
sangat puas dan cepat,5
Aplikasi ga jelas abis top up malah akun ditangguhkan ...tutup aja mendingan luh,1
keren,5
Mmbantu ..jd bahan alternarif,5
okok,5
drivernya ramah,5
pelayanan nya bagus,5
4 duku saja,4
sangat baik,5
mengemudi dengan baik,5
tadi ngapain cs grab batalin pesanan saya sudah dapat driver? yang niat lah carikan driver yang cepat giliran dapat driver dibatalin?? kocak banget...!!,1
nice,5
pelayanan cepat,5
sangat memuaskan,5
Pesen 1 makanan hampir hampur 2 jam Di tanya drivernya malah marah dia dan ternyata di aplikasi saya pesen di jam 19:30 di dia di jam 20:20 baru masuk Makin ke sini makin ga jelas nih aplikasi,1
baik,5
good,5
ramahh,5
mantap,5
"Grab sampah s1nting, masa mau order kudu nonton iklan mulu. Lu pikir lu youtube? Aplikasi tolol.",1
ssngat puas,5
"Driver ramah, mengutamakan keselamatan, membuat perjalanan jadi nyaman.",5
Aplikasi yg sangat membantu sekali dalam perjalanan,5
sangat membantu,5
"sering bgt ngegunain jasa grab ini, tapi sekarang malah di buat kecewa karena banyak bgt oknum oknum grab yang suka cat calling dan suka ngegodain orang dengan cara menjijikan (bahkan sampe ngajak ke hotel), saya harap lebih diperhatikan lagi kesopanan para pekerjanya.",1
Apk gk jelas,1
"Susah dapet driver untuk grabfood, kalo dapet pun lama banget & kadang cancel seenaknya dia",4
Greb mantul,5
sangat membantu,5
mantap,5
mantab,5
kenapa ada putar video otomatis grabbbbbb. ga jelas,1
"Sdh 2× update tp masih aja suka error, ga bisa scroll2 trus tiba-tiba keluar sendiri, tlg donk diperbaiki lg, trus voucher grabgift knp skrg ga bisa digabung dgn promo lainnya, percuma bgt beli voucher grabgift klo gabisa digabung promo lain",2
Lemot banget aplikasinya saat mau pesan makanan... Akhirnya batal terus kalau pakai grabfood. Untuk grab perjalanan masih standart.,2
Diskonmu pilihkasih,1
"ramah sopan orang nya bersih ganteng,",5
ok,5
"Kenapa jadi super lemot Pdhal hp aplikasi cma grab, ig, tiktok, fb tpi lemot bgt Sampe udh diunisntal brkali kali ttep aja lemot Duh kacu lama""",1
mantap,5
4x order di cancel. SOLUSI CUMA DI SURUH NUNGGU. MBK AMA MANA SOLUSI NYA. NO SOLUTION HELP CENTER.,1
LU APLIKASI JANGAN SINGONG&UANG ITU MASIH BERHARGA. SETIAP PESEN MAKANAN GAK ADA YG BISA NYIAPIN UANG KBALIAN. KLO ADA NYA UANG CASH GIMANA. ASAL LU PADA TAU YA. UANG CASH JG BISA KASIH LU REJEKI.,2
sangat membantu,5
"Hallo Grab. Kan skrng Grab ada Grab Comfort ya. Tapi kenapa motor Vario biasa masuk ke Grab Comfort? Itu kan masih skala kecil untuk tempat duduknya. Tapi harga malah gdab comfort, ga sesuai. Seharusnya seperti motor NMAX atau PCX saja. Tolong di selektif lagi. Makasi",3
Sangat membantu,5
good,5
sukses terus..,5
ok,5
layanan mantap,5
terima kasih,5
pesanannya cepat,5
layanannya bagus,5
good sanguan,5
mohon maaf ya pak atas ketidak puasan atas komen saya,5
"Saya selalu mengunakan grab, tapi kenapa akhir akhir ini aplikasi grab selalu lemot/ lambat, setiap menggunakannya untuk pesan grab",5
bagus,5
bagus 👍,5
"pesen grabcar dicancel sama driver sampe 3x berturut-turut, parah.",1
ok baik,5
sangat baik,5
Semakin Lelet Update nya,1
driver sopan banget,5
terimakasih lebih cepat datangnya🙏,5
sangat baik,5
bagus,5
sopir sangat ramah,5
grab lebih sukses ke depan nya,5
baguss,5
"pengemudi baik, dan berhati hati banget bawa penumpang nya 🥰",5
Aplikasi jebak kalo beli Masak sudah tunggu 1 jam Kena biaya pesanan dan lain lain emng gak jelas banget,1
sangat membantu,5
"Parah banget sekarang grab, mau login juga di persulit👎",1
ok bagus,5
bagus pelayanannya,5
Kenapa sekarang untuk pesan sering dapat driver yang jauh ujung2nya minta di cancel tidak katak dulu driver terdekat yang dapat order..,1
sangat baik,3
kadang jaringannya mapnya suka Error.,4
ok,5
"Setelah upgrade jadi lemot susah dibuka, sebelumnya lancar2 saja , tolong perbaiki. Sy kasih bintang 1 dulu kalau sudah lancar baru tambah",1
tolong buat kecepatan aplikasinya supaya ga lemot pdhl udh setia bgtt jadi pengguna grab tp knpa skrg lemott bgtt huhu,4
driver ny ramah,4
bagus,5
samgat nyaman .. driver nya baik hati. Terimakasih,5
membantu sekali. terima kasih,5
"Lama bgt, gak ada yg mau driver nya. Lama niih udh ningguin",1
"aplikasinya bagus driver nya juga lama lama, tapi tolong perbaiki aplikasinya lag parah padahal di hp saya ga ada aplikasi apa apa cuma grab WA dan tt saja tapi masih aja lag apk grab nya, padahal kemarin kemarin ngga",4
terbantu banget dg aplikasi ini.👍👍,5
sangat membantu,5
"Makin kesini makin mahal Ongkosnya ga ngotak,jarak 15menit aja 30n. Dijadiin langganan bukannya makin murah malah makin menjadi",1
"Untung promo diskon khusus grab food mantap, sudah ok. Tinggal aplikasinya diperbaiki sering ngeblank/error tiba"" . Harus pilih menu dari awal lagi.. 🥲",3
Di update malah makin berat,1
bagus saya suka,5
mantap,5
yg terpenting bisa membantu,4
aman dan lancar perjalanan supirnya ramah . Alhamdulillah,5
bagus,5
oke,5
Pertama kali pake aplikasi ini.. Ngga jelas bgt HP memadai kuota baru di isi. Malah HP hang Keluar mulu dari aplikasi. Nitik jemputnya nyari yg terdekat susah bgt malah keluar aplikasi.. Kuota nyedot bgt baru aja di isi kuota area langsung ludes.,1
sangat puas,5
Sekarang grab mahal ya ga kaya dulu,2
perfect,5
mantap,5
membantu banget,5
Ok,5
"Gila,,, ngebug parahhh bgt,,, sampe gk bisa disentuh hpnya saking ngebug parah,,, apk lain normal"" Aja,,, cima grab gila memang,, dulu perasaan gk bgini deh kenapa sekarang ngebug parah,,, mnding perbaikin deh mna untuk pengantaran lama bgt lagi",1
Mantap banget..,5
Skrg knp ada iklan sih pas pesen grabike? Jadi error dan lemot,1
bagus,5
oke mantap,5
bagus,5
Aplikasinya jd lambat. Entah iklan videonya yg buat jadi lambat atau gimana. Tp klo buka aplikasi terutama buat transportasi itu pasti ada drama ngeleg dulu dan menyebalkan ini berlaku disemua jenis HP sama (bukan cuma HP ku) jd emang aplikasinya (semenjak ada iklan2 video) itu jd menjengkelkan,3
is the best,5
"Drivernya emang pada suka ngecancel ya, kecewa bgt padahl buat ngirim barang eh malah di cancel sama drivernya",1
Pemesanan makanan tidak bisa dibatalkan padahal belum juga menemukan pengemudi & belum di dapur.,2
good,5
banyakin diskon grab heheh,5
"aplikasinya baguss,promonya juga banyak hehe🤭",5
bagus hemat dan cepat,5
top,5
kok ngelag2 sih aplikasinya mau di pake??,3
Grab sangat luarr biasa memberikan Pelayanan dan Penyediaan transportasi yang cepat dan aman Terimakasih,5
"sy pesan grab plus isi 6 penumpang, sopir datang bilang hanya bisa 5 penumpang dan d batalkan, kadang tdk jelas antara aplikasi dan pengemudi, supaya aplikasi bisa kompak sm pengemudi",3
Nge bug terus keluar masuk aplikasi terus..,1
Grab mempermainkan rute hingga ongkos jadi mahal. Tolong cek map anda,1
"Kenapa selalu driver yang lokasinya jauh ya. Selain merugikan customer, pasti juga merugikan driver",2
"Senenggg bgt, pesen Makanan lewat GrabFood diskon nya Banyakkk Lebih Banyakkk dr pda GoFood Sukaaa Next Bakalan Lebih Sering Order diGrabFood aja",5
driver ramah,5
good,5
baik,5
"terima kasih , sangat membantu perjalanan kami",5
Ih najis Naha bisa ajikkkk,5
